# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-16
# See end of file for additional documentation on specific fields
Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr15	40694773	40732339	15q15.1	15q15.1	179617	RAD51, RECA, MRMV2, FANCR	RAD51 recombinase	RAD51	5888	ENSG00000051180		Mirror movements 2, 614508 (3), Autosomal dominant; {Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant, Somatic mutation; Fanconi anemia, complementation group R, 617244 (3), Autosomal dominant	Rad51 (MGI:97890)
chr15	40735886	40755253	15q15.1	15q15.1	611873	FAM82A2, FAM82C, RMD3, PTPIP51	Family with sequence similarity 82, member A2	RMDN3	55177	ENSG00000137824			Rmdn3 (MGI:1915059)
chr15	40764067	40767707	15q15.1	15q15.1	602437	GCHFR, GFRP	GTP cyclohydrolase I feedback regulatory protein	GCHFR	2644	ENSG00000137880			Gchfr (MGI:2443977)
chr15	40765160	40807476	15q15.1	15q15.1	616844	DNAJC17	DNAJ/HSP40 homolog, subfamily C, member 17	DNAJC17	55192	ENSG00000104129			Dnajc17 (MGI:1916658)
chr15	40815450	40828792	15q15.1	15q15.1	613256	PPP1R14D, GBPI1	Protein phosphatase 1, regulatory subunit 14D	PPP1R14D	54866	ENSG00000166143			Ppp1r14d (MGI:1919362)
chr15	40844047	40858206	15q15.1	15q15.1	605123	SPINT1, HAI	Serine peptidase inhibitor, Kunitz-type, 1	SPINT1	6692	ENSG00000166145			Spint1 (MGI:1338033)
chr15	40894409	40903974	15q15.1	15q15.1	608551	VPS18	VPS18 core subunit of CORVET and HOPS complexes	VPS18	57617	ENSG00000104142			Vps18 (MGI:2443626)
chr15	40929339	40939072	15q21.1	15q15.1	605185	DLL4, AOS6	Delta-like canonical Notch ligand 4	DLL4	54567	ENSG00000128917		Adams-Oliver syndrome 6, 616589 (3), Autosomal dominant	Dll4 (MGI:1859388)
chr15	40942136	40956517	15q15.1	15q15.1	614587	CHAC1	ChaC, E. coli, homolog of, 1	CHAC1	79094	ENSG00000128965			Chac1 (MGI:1916315)
chr15	40978879	41117777	15q15.1	15q15.1	610169	INO80, INOC1	INO80 complex, ATPase subunit	INO80	54617	ENSG00000128908			Ino80 (MGI:1915392)
chr15	41231155	41281886	15q13.3	15q15.1	606988	CHP1, SPAX9	Calcineurin like EF-hand protein 1	CHP1	11261	ENSG00000187446	mutation identified in 1 SPAX9 family	?Spastic ataxia 9, autosomal recessive, 618438 (3), Autosomal recessive	Chp1 (MGI:1927185)
chr15	41309272	41332590	15q15.1	15q15.1	606020	OIP5, MIS18B	OPA-interacting protein 5	OIP5	11339	ENSG00000104147			Oip5 (MGI:1917895)
chr15	41332840	41381049	15q15.1	15q15.1	612818	NUSAP1, ANKT, NUSAP	Nucleolar and spindle-associated protein 1	NUSAP1	51203	ENSG00000137804			Nusap1 (MGI:2675669)
chr15	41387352	41402500	15q13.3	15q15.1	606934	NDUFAF1, CIA30, CGI65, MC1DN11	NADH-ubiquinone oxidoreductase complex assembly factor 1	NDUFAF1	51103	ENSG00000137806		Mitochondrial complex I deficiency, nuclear type 11, 618234 (3), Autosomal recessive	Ndufaf1 (MGI:1916952)
chr15	41417094	41483562	15q15.1	15q15.1	611633	RTF1, KIAA0252	RTF1, S. cerevisiae, homolog of	RTF1	23168	ENSG00000137815			Rtf1 (MGI:1309480)
chr15	41493873	41503554	15q14-q21	15q15.1	147521	ITPKA	Inositol 1,4,5-trisphosphate 3-kinase A	ITPKA	3706	ENSG00000137825			Itpka (MGI:1333822)
chr15	41503636	41513886	15q15.1-q21.1	15q15.1	151520	LTK, TYK1	Leukocyte tyrosine kinase	LTK	4058	ENSG00000062524			Ltk (MGI:96840)
chr15	41517175	41544256	15q15.1	15q15.1	611475	RPAP1, KIAA1403	RNA polymerase II-associated protein 1	RPAP1	26015	ENSG00000103932			Rpap1 (MGI:1916175)
chr15	41559211	41583588	15q15.1	15q15.1	600341	TYRO3	TYRO3 protein tyrosine kinase	TYRO3	7301	ENSG00000092445			Tyro3 (MGI:104294)
chr15	41621224	41769939	15q15	15q15.1	616061	MGA, KIAA0518	MAX dimerization protein MGA	MGA	23269	ENSG00000174197			Mga (MGI:1352483)
chr15	41774483	41827854	15q13	15q15.1	616786	MAPKBP1, JNKBP1, NPHP20	Mitogen-activated protein kinase-binding protein 1	MAPKBP1	23005	ENSG00000137802		Nephronophthisis 20, 617271 (3), Autosomal recessive	Mapkbp1 (MGI:1347004)
chr15	41838846	41848142	Chr.15	15q15.1	606088	PLA2G4B	Phospholipase A2, group IVB	PLA2G4B	100137049	ENSG00000243708			Pla2g4b (MGI:2384819)
chr15	41848145	41894052	15q21	15q15.1	605916	SPTBN5, BSPECV	Spectrin, beta, non-erythrocytic 5	SPTBN5	51332	ENSG00000137877			Sptbn5 (MGI:2685200)
chr15	41895932	41972556	15q11.1	15q15.1	605892	EHD4	EH domain-containing 4	EHD4	30844	ENSG00000103966			Ehd4 (MGI:1919619)
chr15	42067008	42094561	15q15	15q15.1	612864	PLA2G4D	Phospholipase A2, Group IVD	PLA2G4D	283748	ENSG00000159337			Pla2g4d (MGI:1925640)
chr15	42158700	42208330	15q15.1	15q15.1	612188	VPS39, VAM6, TLP, KIAA0770	VPS39 subunit of HOPS complex	VPS39	23339	ENSG00000166887			Vps39 (MGI:2443189)
chr15	42273200	42353665	15q15.1-q15.2	15q15.1	104180	GANC	Neutral alpha-glucosidase C	GANC	2595	ENSG00000214013			Ganc (MGI:1923301)
chr15	42359500	42412316	15q15.1-q21.1	15q15.1	114240	CAPN3, CANP3, LGMDR1, LGMDD4	Calpain, large polypeptide L3	CAPN3	825	ENSG00000092529		Muscular dystrophy, limb-girdle, autosomal recessive 1, 253600 (3), Autosomal recessive; Muscular dystrophy, limb-girdle, autosomal dominant 4, 618129 (3), Autosomal dominant	Capn3 (MGI:107437)
chr15	42491243	42533057	15q21-q22	15q15.1-q15.2	602534	SNAP23	Synaptosomal-associated protein, 23kD	SNAP23	8773	ENSG00000092531			Snap23 (MGI:109356)
chr15	42548827	42569993	15q15.2	15q15.2	613429	HAUS2, CEP27	HAUS augmin-like complex, subunit 2	HAUS2	55142	ENSG00000137814			Haus2 (MGI:1913546)
chr15	42575605	42720997	15q15	15q15.2	614642	STARD9, KIAA1300	START domain-containing protein 9	STARD9	57519	ENSG00000159433			Stard9 (MGI:3045258)
chr15	42723543	42737132	15q15	15q15.2	607465	CDAN1, CDA1, CDAN1A	Codanin 1	CDAN1	146059	ENSG00000140326		Dyserythropoietic anemia, congenital, type Ia, 224120 (3), Autosomal recessive	Cdan1 (MGI:1916218)
chr15	42738729	42920994	15q15.2	15q15.2	611695	TTBK2, SCA11	Tau tubulin kinase 2	TTBK2	146057	ENSG00000128881		Spinocerebellar ataxia 11, 604432 (3), Autosomal dominant	Ttbk2 (MGI:2155779)
chr15	42942896	43106037	15q15-q21.1	15q15.2	605981	UBR1, JBS	Ubiquitin-protein ligase E3-alpha	UBR1	197131	ENSG00000159459		Johanson-Blizzard syndrome, 243800 (3), Autosomal recessive	Ubr1 (MGI:1277977)
chr15	43185117	43197176	Chr.15	15q15.2	607089	CCNDBP1, GCIP	Cyclin D-type-binding protein 1	CCNDBP1	23582	ENSG00000166946			Ccndbp1 (MGI:109595)
chr15	43197226	43225855	15q15	15q15.2	177070	EPB42, SPH5	Erythrocyte surface protein band 4.2	EPB42	2038	ENSG00000166947		Spherocytosis, type 5, 612690 (3)	Epb42 (MGI:95402)
chr15	43232589	43266927	15q15.2	15q15.2	603805	TGM5, TGX, PSS2	Transglutaminase 5	TGM5	9333	ENSG00000104055		Peeling skin syndrome 2, 609796 (3), Autosomal recessive	Tgm5 (MGI:1921426)
chr15	43276270	43302254	15q15.2	15q15.2-q15.3	606776	TGM7, TGMZ	Transglutaminase 7	TGM7	116179	ENSG00000159495			Tgm7 (MGI:2151164)
chr15	43300000	44500000	15q15.3		611102	DEL15q15.3, C15DELq15.3	Chromosome 15q15.3 deletion syndrome					Deafness and male infertility, 611102 (4), Autosomal recessive	
chr15	43300000	59000000	15q15.3-q22.1		601228	HMPS1, CRAC1, CRCS4, DUP15q, C15DUPq	Polyposis syndrome, mixed, hereditary 1				duplication of 40kb of 15q resulting in overexpression of GREM1	{Colorectal cancer, susceptibility to, 4}, 601228 (4), Autosomal dominant; Polyposis syndrome, mixed hereditary 1, 601228 (4), Autosomal dominant	
chr15	43300000	44500000	15q15		605419	SCZD10	Schizophrenia 10		63944		between D15S1042 and D15S659	{Schizophrenia 10}, 605419 (2), Autosomal dominant	
chr15	43323648	43330572	15q15.3	15q15.3	611246	LCMT2, TYW4, KIAA0547	Leucine carboxyl methyltransferase 2	LCMT2	9836	ENSG00000168806			Lcmt2 (MGI:1353659)
chr15	43330340	43354568	15q15.3	15q15.3	619346	ADAL	Adenosine deaminase-like protein	ADAL	161823	ENSG00000168803			Adal (MGI:1923144)
chr15	43371072	43409770	15q15	15q15.3	609610	TUBGCP4, GCP4, MCCRP3	Tubulin-gamma complex-associated protein 4	TUBGCP4	27229	ENSG00000137822		Microcephaly and chorioretinopathy, autosomal recessive, 3, 616335 (3), Autosomal recessive	Tubgcp4 (MGI:1196293)
chr15	43403060	43510639	15q15-q21	15q15.3	605230	TP53BP1, 53BP1	Tumor protein p53-binding protein-1	TP53BP1	7158	ENSG00000067369			Trp53bp1 (MGI:1351320)
chr15	43517607	43531610	15q13-qter	15q15.3	600178	MAP1A, MAP1L	Microtubule-associated protein 1A	MAP1A	4130	ENSG00000166963			Map1a (MGI:1306776)
chr15	43533474	43590271	15q15.3	15q15.3	610979	PPIP5K1, HISPPD2A, IPS1, KIAA0377	Diphosphoinositol pentakisphosphate kinase 1	PPIP5K1	9677	ENSG00000168781			Ppip5k1 (MGI:2443281)
chr15	43592856	43599405	15q15	15q15.3	123290	CKMT1B, CKMT1	Creatine kinase, mitochondrial 1B	CKMT1B	1159	ENSG00000237289	centromeric to CKMT1A		Ckmt1 (MGI:99441)
chr15	43599562	43618799	15q15	15q15.3	606440	STRC, DFNB16	Stereocilin	STRC	161497	ENSG00000242866		Deafness, autosomal recessive 16, 603720 (3), Autosomal recessive	Strc (MGI:2153816)
chr15	43628502	43648883	15q15.1-q15.3	15q15.3	607249	CATSPER2	Cation channel, sperm-associated, 2	CATSPER2	117155	ENSG00000166762	in region with tandem duplication containing a CATSPER2 pseudogene		Catsper2 (MGI:2387404)
chr15	43692643	43699221	15q15	15q15.3	613415	CKMT1A	Creatine kinase, mitochondrial 1A	CKMT1A	548596	ENSG00000223572	telomeric to CKMT1B		Ckmt1 (MGI:99441)
chr15	43746437	43773277	15q15	15q15.3	602046	GRP58	Glucose regulated protein, 58kD	PDIA3	2923	ENSG00000167004			Pdia3 (MGI:95834)
chr15	43772619	43776965	15q15.3	15q15.3	609885	ELL3	Elongation factor, RNA polymerase II, 3	ELL3	80237	ENSG00000128886			Ell3 (MGI:2673679)
chr15	43777085	43796088	15q14.3	15q15.3	605054	SERF2, H4F5REL	Small EDRK-rich factor 2	SERF2	10169	ENSG00000140264			Gm12481,Serf2 (MGI:3650743,MGI:1337041)
chr15	43794161	43800219	15q15.3	15q15.3	614550	SERINC4	Serine incorporator 4	SERINC4	619189	ENSG00000184716			Serinc4 (MGI:2441842)
chr15	43800420	43804426	15q15.3	15q15.3	612784	HYPK	Huntingtin-interacting protein K	HYPK	25764	ENSG00000242028			Hypk (MGI:1914943)
chr15	43804491	43824689	15q15-q12	15q15.3	600215	MFAP1	Microfibrillar-associated protein-1	MFAP1	4236	ENSG00000140259			Mfap1a,Mfap1b (MGI:3694697,MGI:1914782)
chr15	43870763	44195270	15q15.3	15q15.3	616309	FRMD5	FERM domain-containing protein 5	FRMD5	84978	ENSG00000171877			Frmd5 (MGI:2442557)
chr15	44427328	44529037	15q15-q21.1	15q15.3-q21.1	618739	CTDSPL2, SCP4	CTD small phosphatase-like protein 2	CTDSPL2	51496	ENSG00000137770			Ctdspl2 (MGI:1196405)
chr15	44537146	44562802	15q15.3	15q21.1	603910	EIF3J, EIF3S1	Eukaryotic translation initiation factor 3, subunit J	EIF3J	8669	ENSG00000104131			Eif3j2,Eif3j1 (MGI:1925905,MGI:3704486)
chr15	44562695	44663677	15q21.1	15q21.1	610844	SPG11, KIAA1840, FLJ21439, ALS5, CMT2X	SPG11 vesicle trafficking associated, spatacsin	SPG11	80208	ENSG00000104133		Amyotrophic lateral sclerosis 5, juvenile, 602099 (3), Autosomal recessive; Charcot-Marie-Tooth disease, axonal, type 2X, 616668 (3), Autosomal recessive; Spastic paraplegia 11, autosomal recessive, 604360 (3), Autosomal recessive	Spg11 (MGI:2444989)
chr15	44665731	44711405	15q21.1	15q21.1	614661	PATL2, PAT1A, OOMD4	PAT1 homolog 2	PATL2	197135	ENSG00000229474		Oocyte maturation defect 4, 617743 (3), Autosomal recessive	Patl2 (MGI:1914828)
chr15	44711491	44718144	15q21-q22	15q21.1	109700	B2M, IMD43	Beta-2-microglobulin	B2M	567	ENSG00000166710	mutation identified in 1 FVA family	?Amyloidosis, familial visceral, 105200 (3), Autosomal dominant; Immunodeficiency 43, 241600 (3), Autosomal recessive	B2m (MGI:88127)
chr15	44736527	44767826	15q21.1	15q21.1	616017	TRIM69, TRIF, RNF36	Tripartite motif-containing protein 69	TRIM69	140691	ENSG00000185880			Trim69 (MGI:1918178)
chr15	44956673	44979228	15q21.1	15q21.1	617131	TERB2, C15orf43	Telomere repeat-binding bouquet formation protein 2	TERB2	145645	ENSG00000167014			Terb2 (MGI:1921651)
chr15	45023194	45077184	15q15.3	15q21.1	182500	SORD, SORD1, SORDD	Sorbitol dehydrogenase	SORD	6652	ENSG00000140263		Sorbitol dehydrogenase deficiency with peripheral neuropathy, 618912 (3), Autosomal recessive	Sord (MGI:98266)
chr15	45092649	45114171	15q15.3	15q21.1	606759	DUOX2, THOX2, TDH6	Dual oxidase 2 (thyroid oxidase 2)	DUOX2	50506	ENSG00000140279		Thyroid dyshormonogenesis 6, 607200 (3), Autosomal recessive	Duox2 (MGI:3036280)
chr15	45114320	45118420	15q15	15q21.1	612772	DUOXA2, TDH5	Dual oxidase maturation factor 2	DUOXA2	405753	ENSG00000140274	head-to-head with DUOX2	Thyroid dyshormonogenesis 5, 274900 (3), Autosomal recessive	Duoxa2 (MGI:1914061)
chr15	45117365	45129937	15q15	15q21.1	612771	DUOXA1	Dual oxidase maturation factor 1	DUOXA1	90527	ENSG00000140254	tail-to-tail with DUOXA2		Duoxa1 (MGI:2384861)
chr15	45129993	45165577	15q15.3	15q21.1	606758	DUOX1, THOX1	Dual oxidase 1 (thyroid oxidase 1)	DUOX1	53905	ENSG00000137857			Duox1 (MGI:2139422)
chr15	45167213	45201115	15q21.1	15q21.1	617313	SHF	SH2 domain-containing adaptor protein F	SHF	90525	ENSG00000138606			Shf (MGI:3613669)
chr15	45252233	45277845	15q15	15q21.1	606208	SLC28A2, CNT2, SPNT1	Solute carrier family 28 (sodium-coupled nucleoside transporter), member 2	SLC28A2	9153	ENSG00000137860			Slc28a2,Slc28a2b (MGI:3702173,MGI:1913105)
chr15	45361123	45402226	15q21.1	15q21.1	602360	GATM, AGAT, CCDS3, FRTS1	L-arginine:glycine amidinotransferase	GATM	2628	ENSG00000171766		Cerebral creatine deficiency syndrome 3, 612718 (3), Autosomal recessive; Fanconi renotubular syndrome 1, 134600 (3), Autosomal dominant	Gatm (MGI:1914342)
chr15	45430609	45433339	15q21.1	15q21.1	608409	C15orf48, NMES1	Chromosome 15 open reading frame 48	C15orf48	84419	ENSG00000166920			AA467197 (MGI:3034182)
chr15	45479605	45523754	15q21.1	15q21.1	602095	SLC30A4, ZNT4	Solute carrier family 30 (zinc transporter), member 4	SLC30A4	7782	ENSG00000104154			Slc30a4 (MGI:1345282)
chr15	45511135	45556729	15q21.1	15q21.1	611314	HMGN2P46, C15orf21	High mobility group nucleosomal binding domain 2 pseudogene 46	HMGN2P46	283651				
chr15	45587122	45609715	15q15	15q21.1	604310	BLOC1S6, BLOS6, PLDN, PA, HPS9	Biogenesis of lysosome-related organelles complex 1, subunit 6	BLOC1S6	26258	ENSG00000104164	mutation identified in 1 HPS9 patient	?Hermansky-Pudlak syndrome 9, 614171 (3), Autosomal recessive	Bloc1s6 (MGI:1927580)
chr15	45631147	45691280	15q21.1	15q21.1	617658	SQOR, SQRDL	Sulfide quinone oxidoreductase	SQOR	58472	ENSG00000137767		Sulfide:quinone oxidoreductase deficiency, 619221 (3), Autosomal recessive	Sqor (MGI:1929899)
chr15	47184088	47774227	15q21.1	15q21.1	609295	SEMA6D, KIAA1479	Semaphorin 6D	SEMA6D	80031	ENSG00000137872			Sema6d (MGI:2387661)
chr15	48120989	48142671	15q21.1	15q21.1	609802	SLC24A5, NCKX5, SHEP4, OCA6	Solute carrier family 24 (sodium/potassium/calcium exchanger), member 5	SLC24A5	283652	ENSG00000188467		[Skin/hair/eye pigmentation 4, fair/dark skin], 113750 (3), Autosomal recessive; Albinism, oculocutaneous, type VI, 113750 (3), Autosomal recessive	Slc24a5 (MGI:2677271)
chr15	48134631	48178516	15q21.1	15q21.1	619395	MYEF2, KIAA1341	Myelin expression factor 2	MYEF2	50804	ENSG00000104177			Myef2,Gm9833 (MGI:3641855,MGI:104592)
chr15	48206301	48304077	15q15-q21.1	15q21.1	600839	SLC12A1, NKCC2	Solute carrier family 12 (sodium/potassium/chloride transporters), member 1	SLC12A1	6557	ENSG00000074803		Bartter syndrome, type 1, 601678 (3), Autosomal recessive	Slc12a1 (MGI:103150)
chr15	48329990	48343372	15q15-q21.1	15q21.1	601266	DUT	dUTP pyrophosphatase	DUT	1854	ENSG00000128951			Dut (MGI:1346051)
chr15	48408312	48645708	15q21.1	15q21.1	134797	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS	Fibrillin-1	FBN1	2200	ENSG00000166147		Geleophysic dysplasia 2, 614185 (3), Autosomal dominant; Weill-Marchesani syndrome 2, dominant, 608328 (3), Autosomal dominant; Ectopia lentis, familial, 129600 (3), Autosomal dominant; MASS syndrome, 604308 (3), Autosomal dominant; Marfan lipodystrophy syndrome, 616914 (3), Autosomal dominant; Acromicric dysplasia, 102370 (3), Autosomal dominant; Marfan syndrome, 154700 (3), Autosomal dominant; Stiff skin syndrome, 184900 (3), Autosomal dominant	Fbn1 (MGI:95489)
chr15	48662533	48811903	15q21.1	15q21.1	613529	CEP152, KIAA0912, MCPH9, SCKL5	Centrosomal protein, 152kD	CEP152	22995	ENSG00000103995		Microcephaly 9, primary, autosomal recessive, 614852 (3), Autosomal recessive; Seckel syndrome 5, 613823 (3), Autosomal recessive	Cep152 (MGI:2139083)
chr15	48823740	48963918	15q21.1	15q21.1	617372	SHC4, RALP, SHCD	SHC transforming protein 4	SHC4	399694	ENSG00000185634			Shc4 (MGI:2655364)
chr15	48878133	48880172	15q21.1-q21.2	15q21.1	605894	EID1, CRI1, C15orf3	EP300-interacting inhibitor of differentiation 1	EID1	23741	ENSG00000255302			Eid1 (MGI:1889651)
chr15	48988637	49046445	15q21.1	15q21.1	615756	SECISBP2L, SBP2L, KIAA0256	Selenocysteine insertion sequence-binding protein 2-like	SECISBP2L	9728	ENSG00000138593			Secisbp2l (MGI:1917604)
chr15	49122726	49155598	15q21.2	15q21.1	604508	TRIP15, SGN2, COPS2	Thyroid hormone receptor interactor-15	COPS2	9318	ENSG00000166200			Cops2 (MGI:1330276)
chr15	49155773	49367882	Chr.15	15q21.1-q21.2	137028	GALK2, GK2	Galactokinase-2	GALK2	2585	ENSG00000156958			Galk2 (MGI:1917226)
chr15	49423241	49488774	15q15-q21.1	15q21.2	148180	FGF7	Fibroblast growth factor-7 (keratinocyte growth factor)	FGF7	2252	ENSG00000140285			Fgf7 (MGI:95521)
chr15	50182195	50236384	15q21.2	15q21.2	603247	SLC27A2, FACVL1, VLACS	Solute carrier family 27 (fatty acid transporter), member 2 (fatty acid CoA ligase, very long-chain 1)	SLC27A2	11001	ENSG00000140284			Slc27a2 (MGI:1347099)
chr15	50241944	50266048	15q21-q22	15q21.2	142704	HDC	Histidine decarboxylase	HDC	3067	ENSG00000140287		{Gilles de la Tourette syndrome, susceptibility to}, 137580 (3), Autosomal dominant	Hdc (MGI:96062)
chr15	50275388	50359305	15q21.2	15q21.2	600610	GABPB, BABPB2, GABPB1, E4TF1B, NRF2B1	GA-binding protein transcription factor, beta subunit	GABPB1	2553	ENSG00000104064			Gabpb1 (MGI:95611)
chr15	50424358	50514420	15q21.2	15q21.2	603158	USP8, HUMORF8, PITA4	Ubiquitin-specific protease 8	USP8	9101	ENSG00000138592		Pituitary adenoma 4, ACTH-secreting, somatic, 219090 (3)	Usp8 (MGI:1934029)
chr15	50557157	50686796	15q21	15q21.2	605692	TRPM7, LTRPC7, CHAK, ALSPDC	Transient receptor potential cation channel, subfamily M, member 7	TRPM7	54822	ENSG00000092439		{Amyotrophic lateral sclerosis-parkinsonism/dementia complex, susceptibility to}, 105500 (3), Autosomal dominant	Trpm7 (MGI:1929996)
chr15	50702265	50765711	15q15.3	15q21.2	608238	SPPL2A, IMP3	Signal peptide peptidase-like 2A	SPPL2A	84888	ENSG00000138600			Sppl2a (MGI:1913802)
chr15	50908568	51005899	15q21.2	15q21.2	607244	AP4E1, SPG51, CPSQ4, STUT1	Adaptor-related protein complex 4, epsilon-1 subunit	AP4E1	23431	ENSG00000081014		Stuttering, familial persistent, 1, 184450 (3), Autosomal dominant; Spastic paraplegia 51, autosomal recessive, 613744 (3), Autosomal recessive	Ap4e1 (MGI:1336993)
chr15	51056600	51105275	15q21.2	15q21.2	616438	TNFAIP8L3, TIPE3	Tumor necrosis factor-alpha-induced protein 8-like 3	TNFAIP8L3	388121	ENSG00000183578			Tnfaip8l3 (MGI:2685363)
chr15	51208056	51338595	15q21.1	15q21.2	107910	CYP19A1, CYP19, ARO	Cytochrome P450, family 19, subfamily A, polypeptide 1 (aromatization of androgens)	CYP19A1	1588	ENSG00000137869	close to CYP11 in mouse	Aromatase deficiency, 613546 (3); Aromatase excess syndrome, 139300 (3), Autosomal dominant	Cyp19a1 (MGI:88587)
chr15	51341654	51413364	15q21.2	15q21.2	608603	GLDN, CRGL2, LCCS11	Gliomedin	GLDN	342035	ENSG00000186417		Lethal congenital contracture syndrome 11, 617194 (3), Autosomal recessive	Gldn (MGI:2388361)
chr15	51447787	51622832	15q21.2	15q21.2	612186	DMXL2, RC3, KIAA0856, PEPNS, DFNA71, DEE81	DMX-like 2	DMXL2	23312	ENSG00000104093	mutation identified in 1 PEPNS family and 1 DFNA71 family	Developmental and epileptic encephalopathy 81, 618663 (3), Autosomal recessive; ?Deafness, autosomal dominant 71, 617605 (3), Autosomal dominant; ?Polyendocrine-polyneuropathy syndrome, 616113 (3), Autosomal recessive	Dmxl2 (MGI:2444630)
chr15	51681502	51721025	15q21.3	15q21.2	611796	SCG3	Secretogranin III	SCG3	29106	ENSG00000104112			Scg3 (MGI:103032)
chr15	51751560	51816362	15q21.1-q21.2	15q21.2	602928	TMOD2	Tropomodulin 2, neuronal	TMOD2	29767	ENSG00000128872			Tmod2 (MGI:1355335)
chr15	51829652	51915724	15q21.1-q21.2	15q21.2	605112	TMOD3	Tropomodulin 3	TMOD3	29766	ENSG00000138594			Tmod3 (MGI:1355315)
chr15	51938023	51971797	15q15.3	15q21.2	610507	LEO1, RDL	LEO1 RNA polymerase II associated factor, S. cerevisiae, homolog of	LEO1	123169	ENSG00000166477			Leo1 (MGI:2685031)
chr15	52019218	52067374	15q21	15q21.2	602904	MAPK6, PRKM6, ERK3	Mitogen-activated protein kinase 6	MAPK6	5597	ENSG00000069956			Mapk6 (MGI:1354946)
chr15	52109262	52112774	15q21	15q21.2	606910	BCL2L10	BCL2-like 10	BCL2L10	10017	ENSG00000137875			Bcl2l10 (MGI:1330841)
chr15	52115099	52191391	15q21.2	15q21.2	604447	GNB5, GB5, IDDCA, LADCI	Guanine nucleotide-binding protein, beta-5	GNB5	10681	ENSG00000069966		Language delay and ADHD/cognitive impairment with or without cardiac arrhythmia, 617182 (3), Autosomal recessive; Intellectual developmental disorder with cardiac arrhythmia, 617173 (3), Autosomal recessive	Gnb5 (MGI:101848)
chr15	52192317	52295803	15q21	15q21.2	610022	MYO5C	Myosin Vc	MYO5C	55930	ENSG00000128833			Myo5c (MGI:2442485)
chr15	52307282	52529049	15q21	15q21.2	160777	MYO5A, MYH12, GS1	Myosin Va	MYO5A	4644	ENSG00000197535		Griscelli syndrome, type 1, 214450 (3), Autosomal recessive	Myo5a (MGI:105976)
chr15	52547044	52569445	Chr.15	15q21.2	605487	ARPP19, ARPP16	cAMP-regulated phosphoprotein, 19kD	ARPP19	10776	ENSG00000128989			Arpp19 (MGI:1891691)
